intervention,intervention_original_class_prob_change,control_original_class_prob_change_mean,control_original_class_prob_change_sd,intervention_mean_abs_prob_change,control_mean_abs_prob_change_mean,control_mean_abs_prob_change_sd
candidate_mentions_masked,-0.19027270541084101,0.0033819035526926875,0.00036214691279124633,0.16117230211624511,0.00997755404758531,0.00041375294931988185
lexical_cues_top10_masked,-0.00023669638611653553,-0.00107411699181132,0.0001601840145743041,0.002435003080546039,0.0016021818228937703,6.738953161926219e-05
lexical_cues_top25_masked,0.00037794548054606044,-0.0011833028835925466,0.00024706955203847596,0.004548196504089319,0.002830806905465984,0.00012378261702247818
