intervention,intervention_macro_f1,control_macro_f1_mean,control_macro_f1_sd,macro_f1_vs_control,intervention_flip_rate,control_flip_rate_mean,control_flip_rate_sd,flip_rate_vs_control
candidate_mentions_masked,0.5541922460890362,0.8073429084801103,0.005084782611200347,-0.2531506623910741,0.3898876404494382,0.03595505617977528,0.004423599929220119,0.3539325842696629
lexical_cues_top10_masked,0.8140434731923345,0.8128317712812987,0.0004197885330228972,0.0012117019110358118,0.0044943820224719105,0.0017977528089887641,0.0006154186039383889,0.0026966292134831464
lexical_cues_top25_masked,0.8128178846575693,0.8119836874430255,0.001387997893614803,0.0008341972145438081,0.0056179775280898875,0.004269662921348314,0.0018462558118151667,0.0013483146067415734
